mse,psnr,ssim,lpips
0.002843317110091448,25.461748123168945,0.88482666015625,0.13200052082538605
0.002479629823938012,26.056133270263672,0.8974260091781616,0.1213066354393959
0.0024358576629310846,26.133481979370117,0.8961478471755981,0.12278454750776291
0.002676779869943857,25.723873138427734,0.8851137161254883,0.12852564454078674
0.0026975609362125397,25.690288543701172,0.8855273723602295,0.13155463337898254
0.0025996812619268894,25.850799560546875,0.8856834769248962,0.13350801169872284
0.002737710252404213,25.62612533569336,0.8801181316375732,0.13603945076465607
0.0028506945818662643,25.45049476623535,0.880969762802124,0.13588853180408478
0.002669926732778549,25.735008239746094,0.883987307548523,0.13050222396850586
